name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,id_source
tre jones,2020,41.0,2000-01-08,2020-06-25,20.463,nba_api_commonplayerinfo,draft_history_person_id
nick richards,2020,42.0,1997-11-29,2020-06-25,22.571,nba_api_commonplayerinfo,draft_history_person_id
jahmi us ramsey,2020,43.0,2001-06-09,2020-06-25,19.044,nba_api_commonplayerinfo,draft_history_person_id
marko simonovic,2020,44.0,1999-10-15,2020-06-25,20.695,nba_api_commonplayerinfo,draft_history_person_id
jordan nwora,2020,45.0,1998-09-09,2020-06-25,21.793,nba_api_commonplayerinfo,draft_history_person_id
cj elleby,2020,46.0,2000-06-16,2020-06-25,20.025,nba_api_commonplayerinfo,draft_history_person_id
yam madar,2020,47.0,2000-12-21,2020-06-25,19.51,nba_api_commonplayerinfo,draft_history_person_id
nico mannion,2020,48.0,2001-03-14,2020-06-25,19.283,nba_api_commonplayerinfo,draft_history_person_id
isaiah joe,2020,49.0,1999-07-02,2020-06-25,20.983,nba_api_commonplayerinfo,draft_history_person_id
skylar mays,2020,50.0,1997-09-05,2020-06-25,22.804,nba_api_commonplayerinfo,draft_history_person_id
justinian jessup,2020,51.0,,2020-06-25,,common_player_info_error:KeyError,draft_history_person_id
kj martin,2020,52.0,2001-01-06,2020-06-25,19.466,nba_api_commonplayerinfo,draft_history_person_id
cassius winston,2020,53.0,1998-02-28,2020-06-25,22.322,nba_api_commonplayerinfo,draft_history_person_id
cassius stanley,2020,54.0,1999-08-18,2020-06-25,20.854,nba_api_commonplayerinfo,draft_history_person_id
jay scrubb,2020,55.0,2000-09-01,2020-06-25,19.814,nba_api_commonplayerinfo,draft_history_person_id
grant riller,2020,56.0,1997-02-08,2020-06-25,23.376,nba_api_commonplayerinfo,draft_history_person_id
reggie perry,2020,57.0,2000-03-21,2020-06-25,20.263,nba_api_commonplayerinfo,draft_history_person_id
paul reed,2020,58.0,1999-06-14,2020-06-25,21.032,nba_api_commonplayerinfo,draft_history_person_id
jalen harris,2020,59.0,1998-08-14,2020-06-25,21.864,nba_api_commonplayerinfo,draft_history_person_id
sam merrill,2020,60.0,1996-05-15,2020-06-25,24.112,nba_api_commonplayerinfo,draft_history_person_id
ashton hagans,2020,999.0,1999-07-08,2020-06-25,20.966,nba_api_commonplayerinfo,combine_player_id
devon dotson,2020,999.0,1999-08-02,2020-06-25,20.898,nba_api_commonplayerinfo,combine_player_id
joshua hall,2020,999.0,2000-10-08,2020-06-25,19.713,nba_api_commonplayerinfo,combine_player_id
kahlil whitney,2020,999.0,2001-01-08,2020-06-25,19.461,nba_api_commonplayerinfo,combine_player_id
kaleb wesson,2020,999.0,1999-07-27,2020-06-25,20.914,nba_api_commonplayerinfo,combine_player_id
karim mane,2020,999.0,2000-05-16,2020-06-25,20.11,nba_api_commonplayerinfo,combine_player_id
killian tillie,2020,999.0,1998-03-05,2020-06-25,22.308,nba_api_commonplayerinfo,combine_player_id
lamar stevens,2020,999.0,1997-07-09,2020-06-25,22.962,nba_api_commonplayerinfo,combine_player_id
mamadi diakite,2020,999.0,1997-01-21,2020-06-25,23.425,nba_api_commonplayerinfo,combine_player_id
markus howard,2020,999.0,1999-03-03,2020-06-25,21.314,nba_api_commonplayerinfo,combine_player_id
mason jones,2020,999.0,1998-07-21,2020-06-25,21.93,nba_api_commonplayerinfo,combine_player_id
myles powell,2020,999.0,1997-07-07,2020-06-25,22.968,nba_api_commonplayerinfo,combine_player_id
naji marshall,2020,999.0,1998-01-24,2020-06-25,22.418,nba_api_commonplayerinfo,combine_player_id
nathan knight,2020,999.0,1997-09-20,2020-06-25,22.762,nba_api_commonplayerinfo,combine_player_id
paul eboua,2020,999.0,2000-02-15,2020-06-25,20.359,nba_api_commonplayerinfo,combine_player_id
trent forrest,2020,999.0,1998-06-12,2020-06-25,22.037,nba_api_commonplayerinfo,combine_player_id
ty shon alexander,2020,999.0,1998-07-16,2020-06-25,21.944,nba_api_commonplayerinfo,combine_player_id
yoeli childs,2020,999.0,1998-01-13,2020-06-25,22.448,nba_api_commonplayerinfo,combine_player_id
cade cunningham,2021,1.0,2001-09-25,2021-06-25,19.748,nba_api_commonplayerinfo,draft_history_person_id
jalen green,2021,2.0,2002-02-09,2021-06-25,19.373,nba_api_commonplayerinfo,draft_history_person_id
evan mobley,2021,3.0,2001-06-18,2021-06-25,20.019,nba_api_commonplayerinfo,draft_history_person_id
scottie barnes,2021,4.0,2001-08-01,2021-06-25,19.899,nba_api_commonplayerinfo,draft_history_person_id
jalen suggs,2021,5.0,2001-06-03,2021-06-25,20.06,nba_api_commonplayerinfo,draft_history_person_id
josh giddey,2021,6.0,2002-10-10,2021-06-25,18.708,nba_api_commonplayerinfo,draft_history_person_id
jonathan kuminga,2021,7.0,2002-10-06,2021-06-25,18.719,nba_api_commonplayerinfo,draft_history_person_id
franz wagner,2021,8.0,2001-08-27,2021-06-25,19.828,nba_api_commonplayerinfo,draft_history_person_id
davion mitchell,2021,9.0,1998-09-05,2021-06-25,22.804,nba_api_commonplayerinfo,draft_history_person_id
ziaire williams,2021,10.0,2001-09-12,2021-06-25,19.784,nba_api_commonplayerinfo,draft_history_person_id
james bouknight,2021,11.0,2000-09-18,2021-06-25,20.767,nba_api_commonplayerinfo,draft_history_person_id
joshua primo,2021,12.0,2002-12-24,2021-06-25,18.502,nba_api_commonplayerinfo,draft_history_person_id
chris duarte,2021,13.0,1997-06-13,2021-06-25,24.033,nba_api_commonplayerinfo,draft_history_person_id
moses moody,2021,14.0,2002-05-31,2021-06-25,19.069,nba_api_commonplayerinfo,draft_history_person_id
corey kispert,2021,15.0,1999-03-03,2021-06-25,22.313,nba_api_commonplayerinfo,draft_history_person_id
alperen sengun,2021,16.0,2002-07-25,2021-06-25,18.919,nba_api_commonplayerinfo,draft_history_person_id
trey murphy,2021,17.0,2000-06-18,2021-06-25,21.018,nba_api_commonplayerinfo,draft_history_person_id
tre mann,2021,18.0,2001-02-03,2021-06-25,20.389,nba_api_commonplayerinfo,draft_history_person_id
kai jones,2021,19.0,2001-01-19,2021-06-25,20.43,nba_api_commonplayerinfo,draft_history_person_id
jalen johnson,2021,20.0,2001-12-18,2021-06-25,19.518,nba_api_commonplayerinfo,draft_history_person_id
keon johnson,2021,21.0,2002-03-10,2021-06-25,19.294,nba_api_commonplayerinfo,draft_history_person_id
isaiah jackson,2021,22.0,2002-01-10,2021-06-25,19.455,nba_api_commonplayerinfo,draft_history_person_id
usman garuba,2021,23.0,2002-03-09,2021-06-25,19.296,nba_api_commonplayerinfo,draft_history_person_id
josh christopher,2021,24.0,2001-12-08,2021-06-25,19.546,nba_api_commonplayerinfo,draft_history_person_id
quentin grimes,2021,25.0,2000-05-08,2021-06-25,21.131,nba_api_commonplayerinfo,draft_history_person_id
bones hyland,2021,26.0,2000-09-14,2021-06-25,20.778,nba_api_commonplayerinfo,draft_history_person_id
cam thomas,2021,27.0,2001-10-13,2021-06-25,19.699,nba_api_commonplayerinfo,draft_history_person_id
jaden springer,2021,28.0,2002-09-25,2021-06-25,18.749,nba_api_commonplayerinfo,draft_history_person_id
day ron sharpe,2021,29.0,2001-11-06,2021-06-25,19.633,nba_api_commonplayerinfo,draft_history_person_id
santi aldama,2021,30.0,2001-01-10,2021-06-25,20.454,nba_api_commonplayerinfo,draft_history_person_id
isaiah todd,2021,31.0,2001-10-17,2021-06-25,19.688,nba_api_commonplayerinfo,draft_history_person_id
jeremiah robinson earl,2021,32.0,2000-11-03,2021-06-25,20.641,nba_api_commonplayerinfo,draft_history_person_id
jason preston,2021,33.0,1999-08-10,2021-06-25,21.875,nba_api_commonplayerinfo,draft_history_person_id
rokas jokubaitis,2021,34.0,2000-11-19,2021-06-25,20.597,nba_api_commonplayerinfo,draft_history_person_id
herbert jones,2021,35.0,1998-10-06,2021-06-25,22.719,nba_api_commonplayerinfo,draft_history_person_id
miles mcbride,2021,36.0,2000-09-08,2021-06-25,20.794,nba_api_commonplayerinfo,draft_history_person_id
jt thor,2021,37.0,2002-08-26,2021-06-25,18.831,nba_api_commonplayerinfo,draft_history_person_id
ayo dosunmu,2021,38.0,2000-01-17,2021-06-25,21.437,nba_api_commonplayerinfo,draft_history_person_id
neemias queta,2021,39.0,1999-07-13,2021-06-25,21.952,nba_api_commonplayerinfo,draft_history_person_id
jared butler,2021,40.0,2000-08-25,2021-06-25,20.832,nba_api_commonplayerinfo,draft_history_person_id
joe wieskamp,2021,41.0,1999-08-23,2021-06-25,21.84,nba_api_commonplayerinfo,draft_history_person_id
isaiah livers,2021,42.0,1998-07-28,2021-06-25,22.91,nba_api_commonplayerinfo,draft_history_person_id
greg brown,2021,43.0,2001-09-01,2021-06-25,19.814,nba_api_commonplayerinfo,draft_history_person_id
kessler edwards,2021,44.0,2000-08-09,2021-06-25,20.876,nba_api_commonplayerinfo,draft_history_person_id
juhann begarin,2021,45.0,2002-08-07,2021-06-25,18.883,nba_api_commonplayerinfo,draft_history_person_id
dalano banton,2021,46.0,1999-11-07,2021-06-25,21.632,nba_api_commonplayerinfo,draft_history_person_id
david johnson,2021,47.0,2001-02-26,2021-06-25,20.326,nba_api_commonplayerinfo,draft_history_person_id
sharife cooper,2021,48.0,2001-06-11,2021-06-25,20.038,nba_api_commonplayerinfo,draft_history_person_id
marcus zegarowski,2021,49.0,1998-08-03,2021-06-25,22.894,nba_api_commonplayerinfo,draft_history_person_id
filip petrusev,2021,50.0,2000-04-15,2021-06-25,21.194,nba_api_commonplayerinfo,draft_history_person_id
brandon boston,2021,51.0,2001-11-28,2021-06-25,19.573,nba_api_commonplayerinfo,draft_history_person_id
luka garza,2021,52.0,1998-12-27,2021-06-25,22.494,nba_api_commonplayerinfo,draft_history_person_id
charles bassey,2021,53.0,2000-10-28,2021-06-25,20.657,nba_api_commonplayerinfo,draft_history_person_id
sandro mamukelashvili,2021,54.0,1999-05-23,2021-06-25,22.092,nba_api_commonplayerinfo,draft_history_person_id
aaron wiggins,2021,55.0,1999-01-02,2021-06-25,22.478,nba_api_commonplayerinfo,draft_history_person_id
scottie lewis,2021,56.0,2000-03-12,2021-06-25,21.287,nba_api_commonplayerinfo,draft_history_person_id
balsa koprivica,2021,57.0,2000-05-01,2021-06-25,21.15,nba_api_commonplayerinfo,draft_history_person_id
jericho sims,2021,58.0,1998-10-20,2021-06-25,22.68,nba_api_commonplayerinfo,draft_history_person_id
raiquan gray,2021,59.0,1999-07-07,2021-06-25,21.969,nba_api_commonplayerinfo,draft_history_person_id
georgios kalaitzakis,2021,60.0,1999-01-02,2021-06-25,22.478,nba_api_commonplayerinfo,draft_history_person_id
aaron henry,2021,999.0,1999-08-30,2021-06-25,21.821,nba_api_commonplayerinfo,combine_player_id
aj lawson,2021,999.0,2000-07-15,2021-06-25,20.945,nba_api_commonplayerinfo,combine_player_id
ariel hukporti,2021,999.0,2002-04-12,2021-06-25,19.203,nba_api_commonplayerinfo,combine_player_id
austin reaves,2021,999.0,1998-05-29,2021-06-25,23.075,nba_api_commonplayerinfo,combine_player_id
carlik jones,2021,999.0,1997-12-23,2021-06-25,23.504,nba_api_commonplayerinfo,combine_player_id
daishen nix,2021,999.0,2002-02-13,2021-06-25,19.362,nba_api_commonplayerinfo,combine_player_id
david duke,2021,999.0,1999-10-13,2021-06-25,21.7,nba_api_commonplayerinfo,combine_player_id
dj steward,2021,999.0,2001-10-02,2021-06-25,19.729,nba_api_commonplayerinfo,combine_player_id
duane washington,2021,999.0,2000-03-24,2021-06-25,21.254,nba_api_commonplayerinfo,combine_player_id
isaiah mobley,2021,999.0,1999-09-24,2021-06-25,21.752,nba_api_commonplayerinfo,combine_player_id
john petty,2021,999.0,1998-12-02,2021-06-25,22.563,nba_api_commonplayerinfo,combine_player_id
johnny juzang,2021,999.0,2001-03-17,2021-06-25,20.274,nba_api_commonplayerinfo,combine_player_id
julian champagnie,2021,999.0,2001-06-29,2021-06-25,19.989,nba_api_commonplayerinfo,combine_player_id
justin champagnie,2021,999.0,2001-06-29,2021-06-25,19.989,nba_api_commonplayerinfo,combine_player_id
makur maker,2021,999.0,2000-11-04,2021-06-25,20.638,nba_api_commonplayerinfo,combine_player_id
marcus bagley,2021,999.0,2001-10-23,2021-06-25,19.671,nba_api_commonplayerinfo,combine_player_id
matt hurt,2021,999.0,2000-04-20,2021-06-25,21.18,nba_api_commonplayerinfo,combine_player_id
matthew mayer,2021,999.0,1999-09-23,2021-06-25,21.755,nba_api_commonplayerinfo,combine_player_id
max abmas,2021,999.0,2001-04-02,2021-06-25,20.23,nba_api_commonplayerinfo,combine_player_id
mckinley wright,2021,999.0,1998-10-25,2021-06-25,22.667,nba_api_commonplayerinfo,combine_player_id
moses wright,2021,999.0,1998-12-23,2021-06-25,22.505,nba_api_commonplayerinfo,combine_player_id
ochai agbaji,2021,999.0,2000-04-20,2021-06-25,21.18,nba_api_commonplayerinfo,combine_player_id
roko prkacin,2021,999.0,,2021-06-25,,common_player_info_error:KeyError,combine_player_id
sam hauser,2021,999.0,1997-12-08,2021-06-25,23.546,nba_api_commonplayerinfo,combine_player_id
terrence shannon,2021,999.0,2000-07-30,2021-06-25,20.903,nba_api_commonplayerinfo,combine_player_id
trendon watford,2021,999.0,2000-11-09,2021-06-25,20.624,nba_api_commonplayerinfo,combine_player_id
yves pons,2021,999.0,1999-05-07,2021-06-25,22.136,nba_api_commonplayerinfo,combine_player_id
paolo banchero,2022,1.0,2002-11-12,2022-06-25,19.617,nba_api_commonplayerinfo,draft_history_person_id
chet holmgren,2022,2.0,2002-05-01,2022-06-25,20.151,nba_api_commonplayerinfo,draft_history_person_id
jabari smith,2022,3.0,2003-05-13,2022-06-25,19.118,nba_api_commonplayerinfo,draft_history_person_id
keegan murray,2022,4.0,2000-08-19,2022-06-25,21.848,nba_api_commonplayerinfo,draft_history_person_id
jaden ivey,2022,5.0,2002-02-13,2022-06-25,20.361,nba_api_commonplayerinfo,draft_history_person_id
bennedict mathurin,2022,6.0,2002-06-19,2022-06-25,20.016,nba_api_commonplayerinfo,draft_history_person_id
shaedon sharpe,2022,7.0,2003-05-30,2022-06-25,19.072,nba_api_commonplayerinfo,draft_history_person_id
dyson daniels,2022,8.0,2003-03-17,2022-06-25,19.274,nba_api_commonplayerinfo,draft_history_person_id
jeremy sochan,2022,9.0,2003-05-20,2022-06-25,19.099,nba_api_commonplayerinfo,draft_history_person_id
johnny davis,2022,10.0,2002-02-27,2022-06-25,20.323,nba_api_commonplayerinfo,draft_history_person_id
ousmane dieng,2022,11.0,2003-05-21,2022-06-25,19.097,nba_api_commonplayerinfo,draft_history_person_id
jalen williams,2022,12.0,2001-04-14,2022-06-25,21.196,nba_api_commonplayerinfo,draft_history_person_id
jalen duren,2022,13.0,2003-11-18,2022-06-25,18.601,nba_api_commonplayerinfo,draft_history_person_id
ochai agbaji,2022,14.0,2000-04-20,2022-06-25,22.179,nba_api_commonplayerinfo,draft_history_person_id
mark williams,2022,15.0,2001-12-16,2022-06-25,20.523,nba_api_commonplayerinfo,draft_history_person_id
aj griffin,2022,16.0,2003-08-25,2022-06-25,18.834,nba_api_commonplayerinfo,draft_history_person_id
tari eason,2022,17.0,2001-05-10,2022-06-25,21.125,nba_api_commonplayerinfo,draft_history_person_id
dalen terry,2022,18.0,2002-07-12,2022-06-25,19.953,nba_api_commonplayerinfo,draft_history_person_id
jake laravia,2022,19.0,2001-11-03,2022-06-25,20.641,nba_api_commonplayerinfo,draft_history_person_id
malaki branham,2022,20.0,2003-05-12,2022-06-25,19.121,nba_api_commonplayerinfo,draft_history_person_id
christian braun,2022,21.0,2001-04-17,2022-06-25,21.188,nba_api_commonplayerinfo,draft_history_person_id
walker kessler,2022,22.0,2001-07-26,2022-06-25,20.914,nba_api_commonplayerinfo,draft_history_person_id
david roddy,2022,23.0,2001-03-27,2022-06-25,21.246,nba_api_commonplayerinfo,draft_history_person_id
marjon beauchamp,2022,24.0,2000-10-12,2022-06-25,21.7,nba_api_commonplayerinfo,draft_history_person_id
blake wesley,2022,25.0,2003-03-16,2022-06-25,19.277,nba_api_commonplayerinfo,draft_history_person_id
wendell moore,2022,26.0,2001-09-18,2022-06-25,20.767,nba_api_commonplayerinfo,draft_history_person_id
nikola jovic,2022,27.0,2003-06-09,2022-06-25,19.044,nba_api_commonplayerinfo,draft_history_person_id
patrick baldwin,2022,28.0,2002-11-18,2022-06-25,19.6,nba_api_commonplayerinfo,draft_history_person_id
tyty washington,2022,29.0,2001-11-15,2022-06-25,20.608,nba_api_commonplayerinfo,draft_history_person_id
peyton watson,2022,30.0,2002-09-11,2022-06-25,19.786,nba_api_commonplayerinfo,draft_history_person_id
andrew nembhard,2022,31.0,2000-01-16,2022-06-25,22.439,nba_api_commonplayerinfo,draft_history_person_id
caleb houstan,2022,32.0,2003-01-09,2022-06-25,19.458,nba_api_commonplayerinfo,draft_history_person_id
christian koloko,2022,33.0,2000-06-20,2022-06-25,22.012,nba_api_commonplayerinfo,draft_history_person_id
jaylin williams,2022,34.0,2002-06-29,2022-06-25,19.989,nba_api_commonplayerinfo,draft_history_person_id
max christie,2022,35.0,2003-02-10,2022-06-25,19.37,nba_api_commonplayerinfo,draft_history_person_id
gabriele procida,2022,36.0,2002-06-01,2022-06-25,20.066,nba_api_commonplayerinfo,draft_history_person_id
jaden hardy,2022,37.0,2002-07-05,2022-06-25,19.973,nba_api_commonplayerinfo,draft_history_person_id
kennedy chandler,2022,38.0,2002-09-16,2022-06-25,19.773,nba_api_commonplayerinfo,draft_history_person_id
khalifa diop,2022,39.0,2002-01-15,2022-06-25,20.441,nba_api_commonplayerinfo,draft_history_person_id
bryce mcgowens,2022,40.0,2002-11-08,2022-06-25,19.628,nba_api_commonplayerinfo,draft_history_person_id
e j liddell,2022,41.0,2000-12-18,2022-06-25,21.517,nba_api_commonplayerinfo,draft_history_person_id
trevor keels,2022,42.0,2003-08-26,2022-06-25,18.831,nba_api_commonplayerinfo,draft_history_person_id
moussa diabate,2022,43.0,2002-01-21,2022-06-25,20.424,nba_api_commonplayerinfo,draft_history_person_id
ryan rollins,2022,44.0,2002-07-03,2022-06-25,19.978,nba_api_commonplayerinfo,draft_history_person_id
josh minott,2022,45.0,2002-11-25,2022-06-25,19.581,nba_api_commonplayerinfo,draft_history_person_id
ismael kamagate,2022,46.0,2001-01-17,2022-06-25,21.435,nba_api_commonplayerinfo,draft_history_person_id
vince williams,2022,47.0,2000-08-30,2022-06-25,21.818,nba_api_commonplayerinfo,draft_history_person_id
kendall brown,2022,48.0,2003-05-11,2022-06-25,19.124,nba_api_commonplayerinfo,draft_history_person_id
isaiah mobley,2022,49.0,1999-09-24,2022-06-25,22.752,nba_api_commonplayerinfo,draft_history_person_id
matteo spagnolo,2022,50.0,,2022-06-25,,common_player_info_error:KeyError,draft_history_person_id
tyrese martin,2022,51.0,1999-03-07,2022-06-25,23.302,nba_api_commonplayerinfo,draft_history_person_id
karlo matkovic,2022,52.0,2001-03-30,2022-06-25,21.238,nba_api_commonplayerinfo,draft_history_person_id
jd davison,2022,53.0,2002-10-03,2022-06-25,19.726,nba_api_commonplayerinfo,draft_history_person_id
yannick nzosa,2022,54.0,2003-11-15,2022-06-25,18.609,nba_api_commonplayerinfo,draft_history_person_id
gui santos,2022,55.0,2002-06-22,2022-06-25,20.008,nba_api_commonplayerinfo,draft_history_person_id
luke travers,2022,56.0,2001-09-03,2022-06-25,20.808,nba_api_commonplayerinfo,draft_history_person_id
jabari walker,2022,57.0,2002-07-30,2022-06-25,19.904,nba_api_commonplayerinfo,draft_history_person_id
hugo besson,2022,58.0,2001-04-26,2022-06-25,21.164,nba_api_commonplayerinfo,draft_history_person_id
alondes williams,2022,999.0,1999-06-19,2022-06-25,23.017,nba_api_commonplayerinfo,combine_player_id
aminu mohammed,2022,999.0,2001-12-15,2022-06-25,20.526,nba_api_commonplayerinfo,combine_player_id
bryson williams,2022,999.0,1998-04-25,2022-06-25,24.167,nba_api_commonplayerinfo,combine_player_id
collin gillespie,2022,999.0,1999-06-25,2022-06-25,23.001,nba_api_commonplayerinfo,combine_player_id
darius days,2022,999.0,1999-10-20,2022-06-25,22.68,nba_api_commonplayerinfo,combine_player_id
dereon seabron,2022,999.0,2000-05-26,2022-06-25,22.081,nba_api_commonplayerinfo,combine_player_id
dominick barlow,2022,999.0,2003-05-26,2022-06-25,19.083,nba_api_commonplayerinfo,combine_player_id
drew timme,2022,999.0,2000-09-09,2022-06-25,21.791,nba_api_commonplayerinfo,combine_player_id
fanbo zeng,2022,999.0,2003-01-11,2022-06-25,19.452,nba_api_commonplayerinfo,combine_player_id
harrison ingram,2022,999.0,2002-11-27,2022-06-25,19.576,nba_api_commonplayerinfo,combine_player_id
iverson molinar,2022,999.0,1999-12-03,2022-06-25,22.56,nba_api_commonplayerinfo,combine_player_id
jalen wilson,2022,999.0,2000-11-04,2022-06-25,21.637,nba_api_commonplayerinfo,combine_player_id
jared rhoden,2022,999.0,1999-08-27,2022-06-25,22.828,nba_api_commonplayerinfo,combine_player_id
jean montero,2022,999.0,,2022-06-25,,common_player_info_error:KeyError,combine_player_id
john butler,2022,999.0,2002-12-04,2022-06-25,19.556,nba_api_commonplayerinfo,combine_player_id
johnny juzang,2022,999.0,2001-03-17,2022-06-25,21.273,nba_api_commonplayerinfo,combine_player_id
josh minnott,2022,999.0,,2022-06-25,,common_player_info_error:KeyError,combine_player_id
julian champagnie,2022,999.0,2001-06-29,2022-06-25,20.988,nba_api_commonplayerinfo,combine_player_id
julian strawther,2022,999.0,2002-04-18,2022-06-25,20.186,nba_api_commonplayerinfo,combine_player_id
justin lewis,2022,999.0,2002-04-12,2022-06-25,20.203,nba_api_commonplayerinfo,combine_player_id
kenneth lofton,2022,999.0,2002-08-14,2022-06-25,19.863,nba_api_commonplayerinfo,combine_player_id
keon ellis,2022,999.0,2000-01-08,2022-06-25,22.461,nba_api_commonplayerinfo,combine_player_id
kofi cockburn,2022,999.0,,2022-06-25,,common_player_info_error:KeyError,combine_player_id
leonard miller,2022,999.0,2003-11-26,2022-06-25,18.579,nba_api_commonplayerinfo,combine_player_id
marcus sasser,2022,999.0,2000-09-21,2022-06-25,21.758,nba_api_commonplayerinfo,combine_player_id
matthew mayer,2022,999.0,1999-09-23,2022-06-25,22.754,nba_api_commonplayerinfo,combine_player_id
michael foster,2022,999.0,2003-01-16,2022-06-25,19.439,nba_api_commonplayerinfo,combine_player_id
orlando robinson,2022,999.0,2000-07-10,2022-06-25,21.958,nba_api_commonplayerinfo,combine_player_id
ron harper,2022,999.0,2000-04-12,2022-06-25,22.201,nba_api_commonplayerinfo,combine_player_id
scotty pippen,2022,999.0,2000-11-10,2022-06-25,21.621,nba_api_commonplayerinfo,combine_player_id
terquavion smith,2022,999.0,2002-12-31,2022-06-25,19.483,nba_api_commonplayerinfo,combine_player_id
trayce jackson davis,2022,999.0,2000-02-22,2022-06-25,22.338,nba_api_commonplayerinfo,combine_player_id
trevion williams,2022,999.0,2000-09-16,2022-06-25,21.771,nba_api_commonplayerinfo,combine_player_id
victor wembanyama,2023,1.0,2004-01-04,2023-06-25,19.472,nba_api_commonplayerinfo,draft_history_person_id
brandon miller,2023,2.0,2002-11-22,2023-06-25,20.589,nba_api_commonplayerinfo,draft_history_person_id
scoot henderson,2023,3.0,2004-02-03,2023-06-25,19.389,nba_api_commonplayerinfo,draft_history_person_id
amen thompson,2023,4.0,2003-01-30,2023-06-25,20.4,nba_api_commonplayerinfo,draft_history_person_id
ausar thompson,2023,5.0,2003-01-30,2023-06-25,20.4,nba_api_commonplayerinfo,draft_history_person_id
anthony black,2023,6.0,2004-01-20,2023-06-25,19.428,nba_api_commonplayerinfo,draft_history_person_id
bilal coulibaly,2023,7.0,2004-07-26,2023-06-25,18.913,nba_api_commonplayerinfo,draft_history_person_id
jarace walker,2023,8.0,2003-09-04,2023-06-25,19.806,nba_api_commonplayerinfo,draft_history_person_id
taylor hendricks,2023,9.0,2003-11-22,2023-06-25,19.589,nba_api_commonplayerinfo,draft_history_person_id
cason wallace,2023,10.0,2003-11-07,2023-06-25,19.63,nba_api_commonplayerinfo,draft_history_person_id
jett howard,2023,11.0,2003-09-14,2023-06-25,19.778,nba_api_commonplayerinfo,draft_history_person_id
dereck lively,2023,12.0,2004-02-12,2023-06-25,19.365,nba_api_commonplayerinfo,draft_history_person_id
gradey dick,2023,13.0,2003-11-20,2023-06-25,19.595,nba_api_commonplayerinfo,draft_history_person_id
jordan hawkins,2023,14.0,2002-04-29,2023-06-25,21.155,nba_api_commonplayerinfo,draft_history_person_id
kobe bufkin,2023,15.0,2003-09-21,2023-06-25,19.759,nba_api_commonplayerinfo,draft_history_person_id
keyonte george,2023,16.0,2003-11-08,2023-06-25,19.628,nba_api_commonplayerinfo,draft_history_person_id
jalen hood schifino,2023,17.0,2003-06-19,2023-06-25,20.016,nba_api_commonplayerinfo,draft_history_person_id
jaime jaquez,2023,18.0,2001-02-18,2023-06-25,22.346,nba_api_commonplayerinfo,draft_history_person_id
brandin podziemski,2023,19.0,2003-02-25,2023-06-25,20.329,nba_api_commonplayerinfo,draft_history_person_id
cam whitmore,2023,20.0,2004-07-08,2023-06-25,18.962,nba_api_commonplayerinfo,draft_history_person_id
noah clowney,2023,21.0,2004-07-14,2023-06-25,18.946,nba_api_commonplayerinfo,draft_history_person_id
dariq whitehead,2023,22.0,2004-08-01,2023-06-25,18.897,nba_api_commonplayerinfo,draft_history_person_id
kris murray,2023,23.0,2000-08-19,2023-06-25,22.847,nba_api_commonplayerinfo,draft_history_person_id
olivier maxence prosper,2023,24.0,2002-07-03,2023-06-25,20.977,nba_api_commonplayerinfo,draft_history_person_id
marcus sasser,2023,25.0,2000-09-21,2023-06-25,22.757,nba_api_commonplayerinfo,draft_history_person_id
ben sheppard,2023,26.0,2001-07-16,2023-06-25,21.941,nba_api_commonplayerinfo,draft_history_person_id
nick smith,2023,27.0,2004-04-18,2023-06-25,19.184,nba_api_commonplayerinfo,draft_history_person_id
brice sensabaugh,2023,28.0,2003-10-30,2023-06-25,19.652,nba_api_commonplayerinfo,draft_history_person_id
julian strawther,2023,29.0,2002-04-18,2023-06-25,21.185,nba_api_commonplayerinfo,draft_history_person_id
kobe brown,2023,30.0,2000-01-01,2023-06-25,23.48,nba_api_commonplayerinfo,draft_history_person_id
james nnaji,2023,31.0,2004-08-14,2023-06-25,18.861,nba_api_commonplayerinfo,draft_history_person_id
jalen pickett,2023,32.0,1999-10-22,2023-06-25,23.674,nba_api_commonplayerinfo,draft_history_person_id
leonard miller,2023,33.0,2003-11-26,2023-06-25,19.578,nba_api_commonplayerinfo,draft_history_person_id
colby jones,2023,34.0,2002-05-28,2023-06-25,21.076,nba_api_commonplayerinfo,draft_history_person_id
julian phillips,2023,35.0,2003-11-05,2023-06-25,19.636,nba_api_commonplayerinfo,draft_history_person_id
andre jackson,2023,36.0,2001-11-13,2023-06-25,21.613,nba_api_commonplayerinfo,draft_history_person_id
hunter tyson,2023,37.0,2000-06-13,2023-06-25,23.031,nba_api_commonplayerinfo,draft_history_person_id
jordan walsh,2023,38.0,2004-03-03,2023-06-25,19.31,nba_api_commonplayerinfo,draft_history_person_id
mouhamed gueye,2023,39.0,2002-11-09,2023-06-25,20.624,nba_api_commonplayerinfo,draft_history_person_id
maxwell lewis,2023,40.0,2002-07-27,2023-06-25,20.912,nba_api_commonplayerinfo,draft_history_person_id
amari bailey,2023,41.0,2004-02-17,2023-06-25,19.351,nba_api_commonplayerinfo,draft_history_person_id
tristan vukcevic,2023,42.0,2003-03-11,2023-06-25,20.29,nba_api_commonplayerinfo,draft_history_person_id
rayan rupert,2023,43.0,2004-05-31,2023-06-25,19.066,nba_api_commonplayerinfo,draft_history_person_id
