name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,birth_date_confidence,age_validation_status
dewan hernandez,2019,59.0,1996-12-09,2019-06-20,22.527,nba_api_commonplayerinfo,high,valid_nba_api
vanja marinkovic,2019,60.0,,2019-06-20,,common_player_info_error:KeyError,none,missing_birth_date
brian bowen,2019,999.0,1998-10-02,2019-06-20,20.715,nba_api_commonplayerinfo,high,valid_nba_api
charles bassey,2019,999.0,2000-10-28,2019-06-20,18.642,nba_api_commonplayerinfo,high,valid_nba_api
charles matthews,2019,999.0,1996-11-15,2019-06-20,22.593,nba_api_commonplayerinfo,high,valid_nba_api
daquan jeffries,2019,999.0,1997-08-30,2019-06-20,21.804,nba_api_commonplayerinfo,high,valid_nba_api
dedric lawson,2019,999.0,,2019-06-20,,common_player_info_error:KeyError,none,missing_birth_date
devon dotson,2019,999.0,1999-08-02,2019-06-20,19.882,nba_api_commonplayerinfo,high,valid_nba_api
jalen hoard,2019,999.0,,2019-06-20,,nba_api_commonplayerinfo,none,rejected_name_mismatch
jalen lecque,2019,999.0,2000-06-13,2019-06-20,19.017,nba_api_commonplayerinfo,high,valid_nba_api
jared harper,2019,999.0,1997-09-14,2019-06-20,21.763,nba_api_commonplayerinfo,high,valid_nba_api
jontay porter,2019,999.0,1999-11-15,2019-06-20,19.595,nba_api_commonplayerinfo,high,valid_nba_api
jordan nwora,2019,999.0,1998-09-09,2019-06-20,20.778,nba_api_commonplayerinfo,high,valid_nba_api
killian tillie,2019,999.0,1998-03-05,2019-06-20,21.292,nba_api_commonplayerinfo,high,valid_nba_api
kris wilkes,2019,999.0,,2019-06-20,,common_player_info_error:KeyError,none,missing_birth_date
ky bowman,2019,999.0,1997-06-16,2019-06-20,22.01,nba_api_commonplayerinfo,high,valid_nba_api
louis king,2019,999.0,1999-04-06,2019-06-20,20.205,nba_api_commonplayerinfo,high,valid_nba_api
luguentz dort,2019,999.0,1999-04-19,2019-06-20,20.17,nba_api_commonplayerinfo,high,valid_nba_api
moses brown,2019,999.0,1999-10-13,2019-06-20,19.685,nba_api_commonplayerinfo,high,valid_nba_api
naz reid,2019,999.0,1999-08-26,2019-06-20,19.817,nba_api_commonplayerinfo,high,valid_nba_api
neemias queta,2019,999.0,1999-07-13,2019-06-20,19.937,nba_api_commonplayerinfo,high,valid_nba_api
o shae brissett,2019,999.0,1998-06-20,2019-06-20,20.999,nba_api_commonplayerinfo,high,valid_nba_api
quentin grimes,2019,999.0,2000-05-08,2019-06-20,19.116,nba_api_commonplayerinfo,high,valid_nba_api
reggie perry,2019,999.0,2000-03-21,2019-06-20,19.247,nba_api_commonplayerinfo,high,valid_nba_api
shamorie ponds,2019,999.0,1998-06-29,2019-06-20,20.975,nba_api_commonplayerinfo,high,valid_nba_api
simisola shittu,2019,999.0,1999-11-07,2019-06-20,19.617,nba_api_commonplayerinfo,high,valid_nba_api
tacko fall,2019,999.0,1995-12-10,2019-06-20,23.526,nba_api_commonplayerinfo,high,valid_nba_api
terence davis,2019,999.0,1997-05-16,2019-06-20,22.094,nba_api_commonplayerinfo,high,valid_nba_api
tyler cook,2019,999.0,1997-09-23,2019-06-20,21.739,nba_api_commonplayerinfo,high,valid_nba_api
zach norvell,2019,999.0,1997-12-09,2019-06-20,21.528,nba_api_commonplayerinfo,high,valid_nba_api
anthony edwards,2020,1.0,2001-08-05,2020-11-18,19.288,nba_api_commonplayerinfo,high,valid_nba_api
james wiseman,2020,2.0,2001-03-31,2020-11-18,19.636,nba_api_commonplayerinfo,high,valid_nba_api
lamelo ball,2020,3.0,2001-08-22,2020-11-18,19.242,nba_api_commonplayerinfo,high,valid_nba_api
patrick williams,2020,4.0,2001-08-26,2020-11-18,19.231,nba_api_commonplayerinfo,high,valid_nba_api
isaac okoro,2020,5.0,2001-01-26,2020-11-18,19.811,nba_api_commonplayerinfo,high,valid_nba_api
onyeka okongwu,2020,6.0,2000-12-11,2020-11-18,19.937,nba_api_commonplayerinfo,high,valid_nba_api
killian hayes,2020,7.0,2001-07-27,2020-11-18,19.313,nba_api_commonplayerinfo,high,valid_nba_api
obi toppin,2020,8.0,1998-03-04,2020-11-18,22.71,nba_api_commonplayerinfo,high,valid_nba_api
deni avdija,2020,9.0,2001-01-03,2020-11-18,19.874,nba_api_commonplayerinfo,high,valid_nba_api
jalen smith,2020,10.0,2000-03-16,2020-11-18,20.676,nba_api_commonplayerinfo,high,valid_nba_api
devin vassell,2020,11.0,2000-08-23,2020-11-18,20.238,nba_api_commonplayerinfo,high,valid_nba_api
tyrese haliburton,2020,12.0,2000-02-29,2020-11-18,20.72,nba_api_commonplayerinfo,high,valid_nba_api
kira lewis,2020,13.0,2001-04-06,2020-11-18,19.619,nba_api_commonplayerinfo,high,valid_nba_api
aaron nesmith,2020,14.0,1999-10-16,2020-11-18,21.092,nba_api_commonplayerinfo,high,valid_nba_api
cole anthony,2020,15.0,2000-05-15,2020-11-18,20.512,nba_api_commonplayerinfo,high,valid_nba_api
isaiah stewart,2020,16.0,2001-05-22,2020-11-18,19.493,nba_api_commonplayerinfo,high,valid_nba_api
aleksej pokusevski,2020,17.0,2001-12-26,2020-11-18,18.897,nba_api_commonplayerinfo,high,valid_nba_api
josh green,2020,18.0,2000-11-16,2020-11-18,20.005,nba_api_commonplayerinfo,high,valid_nba_api
saddiq bey,2020,19.0,1999-04-09,2020-11-18,21.613,nba_api_commonplayerinfo,high,valid_nba_api
precious achiuwa,2020,20.0,1999-09-19,2020-11-18,21.166,nba_api_commonplayerinfo,high,valid_nba_api
tyrese maxey,2020,21.0,2000-11-04,2020-11-18,20.038,nba_api_commonplayerinfo,high,valid_nba_api
zeke nnaji,2020,22.0,2001-01-09,2020-11-18,19.858,nba_api_commonplayerinfo,high,valid_nba_api
leandro bolmaro,2020,23.0,2000-09-11,2020-11-18,20.186,nba_api_commonplayerinfo,high,valid_nba_api
r j hampton,2020,24.0,2001-02-07,2020-11-18,19.778,nba_api_commonplayerinfo,high,valid_nba_api
immanuel quickley,2020,25.0,1999-06-17,2020-11-18,21.424,nba_api_commonplayerinfo,high,valid_nba_api
payton pritchard,2020,26.0,1998-01-28,2020-11-18,22.806,nba_api_commonplayerinfo,high,valid_nba_api
udoka azubuike,2020,27.0,1999-09-17,2020-11-18,21.172,nba_api_commonplayerinfo,high,valid_nba_api
jaden mcdaniels,2020,28.0,2000-09-29,2020-11-18,20.137,nba_api_commonplayerinfo,high,valid_nba_api
malachi flynn,2020,29.0,1998-05-09,2020-11-18,22.53,nba_api_commonplayerinfo,high,valid_nba_api
desmond bane,2020,30.0,1998-06-25,2020-11-18,22.401,nba_api_commonplayerinfo,high,valid_nba_api
tyrell terry,2020,31.0,2000-09-28,2020-11-18,20.14,nba_api_commonplayerinfo,high,valid_nba_api
vernon carey,2020,32.0,2001-02-25,2020-11-18,19.729,nba_api_commonplayerinfo,high,valid_nba_api
daniel oturu,2020,33.0,1999-09-20,2020-11-18,21.164,nba_api_commonplayerinfo,high,valid_nba_api
theo maledon,2020,34.0,2001-06-12,2020-11-18,19.436,nba_api_commonplayerinfo,high,valid_nba_api
xavier tillman,2020,35.0,1999-01-12,2020-11-18,21.851,nba_api_commonplayerinfo,high,valid_nba_api
tyler bey,2020,36.0,1998-02-10,2020-11-18,22.771,nba_api_commonplayerinfo,high,valid_nba_api
vit krejci,2020,37.0,2000-06-19,2020-11-18,20.416,nba_api_commonplayerinfo,high,valid_nba_api
saben lee,2020,38.0,1999-06-23,2020-11-18,21.407,nba_api_commonplayerinfo,high,valid_nba_api
elijah hughes,2020,39.0,1998-03-10,2020-11-18,22.694,nba_api_commonplayerinfo,high,valid_nba_api
robert woodard,2020,40.0,1999-09-22,2020-11-18,21.158,nba_api_commonplayerinfo,high,valid_nba_api
tre jones,2020,41.0,2000-01-08,2020-11-18,20.862,nba_api_commonplayerinfo,high,valid_nba_api
nick richards,2020,42.0,1997-11-29,2020-11-18,22.971,nba_api_commonplayerinfo,high,valid_nba_api
jahmi us ramsey,2020,43.0,2001-06-09,2020-11-18,19.444,nba_api_commonplayerinfo,high,valid_nba_api
marko simonovic,2020,44.0,1999-10-15,2020-11-18,21.095,nba_api_commonplayerinfo,high,valid_nba_api
jordan nwora,2020,45.0,1998-09-09,2020-11-18,22.193,nba_api_commonplayerinfo,high,valid_nba_api
cj elleby,2020,46.0,2000-06-16,2020-11-18,20.424,nba_api_commonplayerinfo,high,valid_nba_api
yam madar,2020,47.0,2000-12-21,2020-11-18,19.91,nba_api_commonplayerinfo,high,valid_nba_api
nico mannion,2020,48.0,2001-03-14,2020-11-18,19.682,nba_api_commonplayerinfo,high,valid_nba_api
isaiah joe,2020,49.0,1999-07-02,2020-11-18,21.383,nba_api_commonplayerinfo,high,valid_nba_api
skylar mays,2020,50.0,1997-09-05,2020-11-18,23.203,nba_api_commonplayerinfo,high,valid_nba_api
justinian jessup,2020,51.0,1998-05-23,2020-11-18,22.491,wikidata_fallback,medium,valid_wikidata_fallback
kj martin,2020,52.0,2001-01-06,2020-11-18,19.866,nba_api_commonplayerinfo,high,valid_nba_api
cassius winston,2020,53.0,1998-02-28,2020-11-18,22.721,nba_api_commonplayerinfo,high,valid_nba_api
cassius stanley,2020,54.0,1999-08-18,2020-11-18,21.254,nba_api_commonplayerinfo,high,valid_nba_api
jay scrubb,2020,55.0,2000-09-01,2020-11-18,20.214,nba_api_commonplayerinfo,high,valid_nba_api
grant riller,2020,56.0,1997-02-08,2020-11-18,23.775,nba_api_commonplayerinfo,high,valid_nba_api
reggie perry,2020,57.0,2000-03-21,2020-11-18,20.663,nba_api_commonplayerinfo,high,valid_nba_api
paul reed,2020,58.0,1999-06-14,2020-11-18,21.432,nba_api_commonplayerinfo,high,valid_nba_api
jalen harris,2020,59.0,1998-08-14,2020-11-18,22.264,nba_api_commonplayerinfo,high,valid_nba_api
sam merrill,2020,60.0,1996-05-15,2020-11-18,24.512,nba_api_commonplayerinfo,high,valid_nba_api
ashton hagans,2020,999.0,1999-07-08,2020-11-18,21.366,nba_api_commonplayerinfo,high,valid_nba_api
devon dotson,2020,999.0,1999-08-02,2020-11-18,21.298,nba_api_commonplayerinfo,high,valid_nba_api
joshua hall,2020,999.0,,2020-11-18,,nba_api_commonplayerinfo,none,rejected_name_mismatch
kahlil whitney,2020,999.0,2001-01-08,2020-11-18,19.86,nba_api_commonplayerinfo,high,valid_nba_api
kaleb wesson,2020,999.0,1999-07-27,2020-11-18,21.314,nba_api_commonplayerinfo,high,valid_nba_api
karim mane,2020,999.0,2000-05-16,2020-11-18,20.509,nba_api_commonplayerinfo,high,valid_nba_api
killian tillie,2020,999.0,1998-03-05,2020-11-18,22.708,nba_api_commonplayerinfo,high,valid_nba_api
lamar stevens,2020,999.0,1997-07-09,2020-11-18,23.362,nba_api_commonplayerinfo,high,valid_nba_api
mamadi diakite,2020,999.0,1997-01-21,2020-11-18,23.825,nba_api_commonplayerinfo,high,valid_nba_api
markus howard,2020,999.0,1999-03-03,2020-11-18,21.714,nba_api_commonplayerinfo,high,valid_nba_api
mason jones,2020,999.0,1998-07-21,2020-11-18,22.33,nba_api_commonplayerinfo,high,valid_nba_api
myles powell,2020,999.0,1997-07-07,2020-11-18,23.368,nba_api_commonplayerinfo,high,valid_nba_api
naji marshall,2020,999.0,1998-01-24,2020-11-18,22.817,nba_api_commonplayerinfo,high,valid_nba_api
nathan knight,2020,999.0,1997-09-20,2020-11-18,23.162,nba_api_commonplayerinfo,high,valid_nba_api
paul eboua,2020,999.0,2000-02-15,2020-11-18,20.758,nba_api_commonplayerinfo,high,valid_nba_api
trent forrest,2020,999.0,1998-06-12,2020-11-18,22.437,nba_api_commonplayerinfo,high,valid_nba_api
ty shon alexander,2020,999.0,1998-07-16,2020-11-18,22.344,nba_api_commonplayerinfo,high,valid_nba_api
yoeli childs,2020,999.0,1998-01-13,2020-11-18,22.847,nba_api_commonplayerinfo,high,valid_nba_api
cade cunningham,2021,1.0,2001-09-25,2021-07-29,19.841,nba_api_commonplayerinfo,high,valid_nba_api
jalen green,2021,2.0,2002-02-09,2021-07-29,19.466,nba_api_commonplayerinfo,high,valid_nba_api
evan mobley,2021,3.0,2001-06-18,2021-07-29,20.112,nba_api_commonplayerinfo,high,valid_nba_api
scottie barnes,2021,4.0,2001-08-01,2021-07-29,19.992,nba_api_commonplayerinfo,high,valid_nba_api
jalen suggs,2021,5.0,2001-06-03,2021-07-29,20.153,nba_api_commonplayerinfo,high,valid_nba_api
josh giddey,2021,6.0,2002-10-10,2021-07-29,18.801,nba_api_commonplayerinfo,high,valid_nba_api
jonathan kuminga,2021,7.0,2002-10-06,2021-07-29,18.812,nba_api_commonplayerinfo,high,valid_nba_api
franz wagner,2021,8.0,2001-08-27,2021-07-29,19.921,nba_api_commonplayerinfo,high,valid_nba_api
davion mitchell,2021,9.0,1998-09-05,2021-07-29,22.897,nba_api_commonplayerinfo,high,valid_nba_api
ziaire williams,2021,10.0,2001-09-12,2021-07-29,19.877,nba_api_commonplayerinfo,high,valid_nba_api
james bouknight,2021,11.0,2000-09-18,2021-07-29,20.86,nba_api_commonplayerinfo,high,valid_nba_api
joshua primo,2021,12.0,2002-12-24,2021-07-29,18.595,nba_api_commonplayerinfo,high,valid_nba_api
chris duarte,2021,13.0,1997-06-13,2021-07-29,24.126,nba_api_commonplayerinfo,high,valid_nba_api
moses moody,2021,14.0,2002-05-31,2021-07-29,19.162,nba_api_commonplayerinfo,high,valid_nba_api
corey kispert,2021,15.0,1999-03-03,2021-07-29,22.407,nba_api_commonplayerinfo,high,valid_nba_api
alperen sengun,2021,16.0,2002-07-25,2021-07-29,19.012,nba_api_commonplayerinfo,high,valid_nba_api
trey murphy,2021,17.0,2000-06-18,2021-07-29,21.112,nba_api_commonplayerinfo,high,valid_nba_api
tre mann,2021,18.0,2001-02-03,2021-07-29,20.482,nba_api_commonplayerinfo,high,valid_nba_api
kai jones,2021,19.0,2001-01-19,2021-07-29,20.523,nba_api_commonplayerinfo,high,valid_nba_api
jalen johnson,2021,20.0,2001-12-18,2021-07-29,19.611,nba_api_commonplayerinfo,high,valid_nba_api
keon johnson,2021,21.0,2002-03-10,2021-07-29,19.387,nba_api_commonplayerinfo,high,valid_nba_api
isaiah jackson,2021,22.0,2002-01-10,2021-07-29,19.548,nba_api_commonplayerinfo,high,valid_nba_api
usman garuba,2021,23.0,2002-03-09,2021-07-29,19.389,nba_api_commonplayerinfo,high,valid_nba_api
josh christopher,2021,24.0,2001-12-08,2021-07-29,19.639,nba_api_commonplayerinfo,high,valid_nba_api
quentin grimes,2021,25.0,2000-05-08,2021-07-29,21.224,nba_api_commonplayerinfo,high,valid_nba_api
bones hyland,2021,26.0,2000-09-14,2021-07-29,20.871,nba_api_commonplayerinfo,high,valid_nba_api
cam thomas,2021,27.0,2001-10-13,2021-07-29,19.792,nba_api_commonplayerinfo,high,valid_nba_api
jaden springer,2021,28.0,2002-09-25,2021-07-29,18.842,nba_api_commonplayerinfo,high,valid_nba_api
day ron sharpe,2021,29.0,2001-11-06,2021-07-29,19.726,nba_api_commonplayerinfo,high,valid_nba_api
santi aldama,2021,30.0,2001-01-10,2021-07-29,20.548,nba_api_commonplayerinfo,high,valid_nba_api
isaiah todd,2021,31.0,2001-10-17,2021-07-29,19.781,nba_api_commonplayerinfo,high,valid_nba_api
jeremiah robinson earl,2021,32.0,2000-11-03,2021-07-29,20.734,nba_api_commonplayerinfo,high,valid_nba_api
jason preston,2021,33.0,1999-08-10,2021-07-29,21.969,nba_api_commonplayerinfo,high,valid_nba_api
rokas jokubaitis,2021,34.0,2000-11-19,2021-07-29,20.69,nba_api_commonplayerinfo,high,valid_nba_api
herbert jones,2021,35.0,1998-10-06,2021-07-29,22.812,nba_api_commonplayerinfo,high,valid_nba_api
miles mcbride,2021,36.0,2000-09-08,2021-07-29,20.887,nba_api_commonplayerinfo,high,valid_nba_api
jt thor,2021,37.0,2002-08-26,2021-07-29,18.924,nba_api_commonplayerinfo,high,valid_nba_api
ayo dosunmu,2021,38.0,2000-01-17,2021-07-29,21.53,nba_api_commonplayerinfo,high,valid_nba_api
neemias queta,2021,39.0,1999-07-13,2021-07-29,22.045,nba_api_commonplayerinfo,high,valid_nba_api
jared butler,2021,40.0,2000-08-25,2021-07-29,20.925,nba_api_commonplayerinfo,high,valid_nba_api
joe wieskamp,2021,41.0,1999-08-23,2021-07-29,21.933,nba_api_commonplayerinfo,high,valid_nba_api
isaiah livers,2021,42.0,1998-07-28,2021-07-29,23.003,nba_api_commonplayerinfo,high,valid_nba_api
greg brown,2021,43.0,2001-09-01,2021-07-29,19.907,nba_api_commonplayerinfo,high,valid_nba_api
kessler edwards,2021,44.0,2000-08-09,2021-07-29,20.969,nba_api_commonplayerinfo,high,valid_nba_api
juhann begarin,2021,45.0,2002-08-07,2021-07-29,18.976,nba_api_commonplayerinfo,high,valid_nba_api
dalano banton,2021,46.0,1999-11-07,2021-07-29,21.725,nba_api_commonplayerinfo,high,valid_nba_api
david johnson,2021,47.0,2001-02-26,2021-07-29,20.419,nba_api_commonplayerinfo,high,valid_nba_api
sharife cooper,2021,48.0,2001-06-11,2021-07-29,20.131,nba_api_commonplayerinfo,high,valid_nba_api
marcus zegarowski,2021,49.0,1998-08-03,2021-07-29,22.987,nba_api_commonplayerinfo,high,valid_nba_api
filip petrusev,2021,50.0,2000-04-15,2021-07-29,21.287,nba_api_commonplayerinfo,high,valid_nba_api
brandon boston,2021,51.0,2001-11-28,2021-07-29,19.666,nba_api_commonplayerinfo,high,valid_nba_api
luka garza,2021,52.0,1998-12-27,2021-07-29,22.587,nba_api_commonplayerinfo,high,valid_nba_api
charles bassey,2021,53.0,2000-10-28,2021-07-29,20.75,nba_api_commonplayerinfo,high,valid_nba_api
sandro mamukelashvili,2021,54.0,1999-05-23,2021-07-29,22.185,nba_api_commonplayerinfo,high,valid_nba_api
aaron wiggins,2021,55.0,1999-01-02,2021-07-29,22.571,nba_api_commonplayerinfo,high,valid_nba_api
scottie lewis,2021,56.0,2000-03-12,2021-07-29,21.38,nba_api_commonplayerinfo,high,valid_nba_api
balsa koprivica,2021,57.0,2000-05-01,2021-07-29,21.243,nba_api_commonplayerinfo,high,valid_nba_api
jericho sims,2021,58.0,1998-10-20,2021-07-29,22.773,nba_api_commonplayerinfo,high,valid_nba_api
raiquan gray,2021,59.0,1999-07-07,2021-07-29,22.062,nba_api_commonplayerinfo,high,valid_nba_api
georgios kalaitzakis,2021,60.0,1999-01-02,2021-07-29,22.571,nba_api_commonplayerinfo,high,valid_nba_api
aaron henry,2021,999.0,1999-08-30,2021-07-29,21.914,nba_api_commonplayerinfo,high,valid_nba_api
aj lawson,2021,999.0,2000-07-15,2021-07-29,21.038,nba_api_commonplayerinfo,high,valid_nba_api
ariel hukporti,2021,999.0,2002-04-12,2021-07-29,19.296,nba_api_commonplayerinfo,high,valid_nba_api
austin reaves,2021,999.0,1998-05-29,2021-07-29,23.168,nba_api_commonplayerinfo,high,valid_nba_api
carlik jones,2021,999.0,1997-12-23,2021-07-29,23.598,nba_api_commonplayerinfo,high,valid_nba_api
daishen nix,2021,999.0,2002-02-13,2021-07-29,19.455,nba_api_commonplayerinfo,high,valid_nba_api
david duke,2021,999.0,1999-10-13,2021-07-29,21.793,nba_api_commonplayerinfo,high,valid_nba_api
dj steward,2021,999.0,2001-10-02,2021-07-29,19.822,nba_api_commonplayerinfo,high,valid_nba_api
duane washington,2021,999.0,2000-03-24,2021-07-29,21.347,nba_api_commonplayerinfo,high,valid_nba_api
isaiah mobley,2021,999.0,1999-09-24,2021-07-29,21.845,nba_api_commonplayerinfo,high,valid_nba_api
john petty,2021,999.0,1998-12-02,2021-07-29,22.656,nba_api_commonplayerinfo,high,valid_nba_api
johnny juzang,2021,999.0,2001-03-17,2021-07-29,20.367,nba_api_commonplayerinfo,high,valid_nba_api
julian champagnie,2021,999.0,2001-06-29,2021-07-29,20.082,nba_api_commonplayerinfo,high,valid_nba_api
justin champagnie,2021,999.0,2001-06-29,2021-07-29,20.082,nba_api_commonplayerinfo,high,valid_nba_api
makur maker,2021,999.0,2000-11-04,2021-07-29,20.731,nba_api_commonplayerinfo,high,valid_nba_api
marcus bagley,2021,999.0,2001-10-23,2021-07-29,19.765,nba_api_commonplayerinfo,high,valid_nba_api
matt hurt,2021,999.0,2000-04-20,2021-07-29,21.273,nba_api_commonplayerinfo,high,valid_nba_api
matthew mayer,2021,999.0,1999-09-23,2021-07-29,21.848,nba_api_commonplayerinfo,high,valid_nba_api
max abmas,2021,999.0,2001-04-02,2021-07-29,20.323,nba_api_commonplayerinfo,high,valid_nba_api
mckinley wright,2021,999.0,1998-10-25,2021-07-29,22.76,nba_api_commonplayerinfo,high,valid_nba_api
moses wright,2021,999.0,1998-12-23,2021-07-29,22.598,nba_api_commonplayerinfo,high,valid_nba_api
ochai agbaji,2021,999.0,2000-04-20,2021-07-29,21.273,nba_api_commonplayerinfo,high,valid_nba_api
roko prkacin,2021,999.0,2002-11-26,2021-07-29,18.672,wikidata_fallback,medium,valid_wikidata_fallback
sam hauser,2021,999.0,1997-12-08,2021-07-29,23.639,nba_api_commonplayerinfo,high,valid_nba_api
terrence shannon,2021,999.0,2000-07-30,2021-07-29,20.997,nba_api_commonplayerinfo,high,valid_nba_api
trendon watford,2021,999.0,2000-11-09,2021-07-29,20.717,nba_api_commonplayerinfo,high,valid_nba_api
yves pons,2021,999.0,1999-05-07,2021-07-29,22.229,nba_api_commonplayerinfo,high,valid_nba_api
paolo banchero,2022,1.0,2002-11-12,2022-06-23,19.611,nba_api_commonplayerinfo,high,valid_nba_api
chet holmgren,2022,2.0,2002-05-01,2022-06-23,20.145,nba_api_commonplayerinfo,high,valid_nba_api
jabari smith,2022,3.0,2003-05-13,2022-06-23,19.113,nba_api_commonplayerinfo,high,valid_nba_api
keegan murray,2022,4.0,2000-08-19,2022-06-23,21.843,nba_api_commonplayerinfo,high,valid_nba_api
jaden ivey,2022,5.0,2002-02-13,2022-06-23,20.356,nba_api_commonplayerinfo,high,valid_nba_api
bennedict mathurin,2022,6.0,2002-06-19,2022-06-23,20.011,nba_api_commonplayerinfo,high,valid_nba_api
shaedon sharpe,2022,7.0,2003-05-30,2022-06-23,19.066,nba_api_commonplayerinfo,high,valid_nba_api
dyson daniels,2022,8.0,2003-03-17,2022-06-23,19.269,nba_api_commonplayerinfo,high,valid_nba_api
jeremy sochan,2022,9.0,2003-05-20,2022-06-23,19.094,nba_api_commonplayerinfo,high,valid_nba_api
johnny davis,2022,10.0,2002-02-27,2022-06-23,20.318,nba_api_commonplayerinfo,high,valid_nba_api
ousmane dieng,2022,11.0,2003-05-21,2022-06-23,19.091,nba_api_commonplayerinfo,high,valid_nba_api
jalen williams,2022,12.0,2001-04-14,2022-06-23,21.191,nba_api_commonplayerinfo,high,valid_nba_api
jalen duren,2022,13.0,2003-11-18,2022-06-23,18.595,nba_api_commonplayerinfo,high,valid_nba_api
ochai agbaji,2022,14.0,2000-04-20,2022-06-23,22.174,nba_api_commonplayerinfo,high,valid_nba_api
mark williams,2022,15.0,2001-12-16,2022-06-23,20.517,nba_api_commonplayerinfo,high,valid_nba_api
aj griffin,2022,16.0,2003-08-25,2022-06-23,18.828,nba_api_commonplayerinfo,high,valid_nba_api
tari eason,2022,17.0,2001-05-10,2022-06-23,21.12,nba_api_commonplayerinfo,high,valid_nba_api
dalen terry,2022,18.0,2002-07-12,2022-06-23,19.948,nba_api_commonplayerinfo,high,valid_nba_api
jake laravia,2022,19.0,2001-11-03,2022-06-23,20.635,nba_api_commonplayerinfo,high,valid_nba_api
malaki branham,2022,20.0,2003-05-12,2022-06-23,19.116,nba_api_commonplayerinfo,high,valid_nba_api
christian braun,2022,21.0,2001-04-17,2022-06-23,21.183,nba_api_commonplayerinfo,high,valid_nba_api
walker kessler,2022,22.0,2001-07-26,2022-06-23,20.909,nba_api_commonplayerinfo,high,valid_nba_api
david roddy,2022,23.0,2001-03-27,2022-06-23,21.24,nba_api_commonplayerinfo,high,valid_nba_api
marjon beauchamp,2022,24.0,2000-10-12,2022-06-23,21.695,nba_api_commonplayerinfo,high,valid_nba_api
blake wesley,2022,25.0,2003-03-16,2022-06-23,19.272,nba_api_commonplayerinfo,high,valid_nba_api
wendell moore,2022,26.0,2001-09-18,2022-06-23,20.761,nba_api_commonplayerinfo,high,valid_nba_api
nikola jovic,2022,27.0,2003-06-09,2022-06-23,19.039,nba_api_commonplayerinfo,high,valid_nba_api
patrick baldwin,2022,28.0,2002-11-18,2022-06-23,19.595,nba_api_commonplayerinfo,high,valid_nba_api
tyty washington,2022,29.0,2001-11-15,2022-06-23,20.602,nba_api_commonplayerinfo,high,valid_nba_api
peyton watson,2022,30.0,2002-09-11,2022-06-23,19.781,nba_api_commonplayerinfo,high,valid_nba_api
andrew nembhard,2022,31.0,2000-01-16,2022-06-23,22.434,nba_api_commonplayerinfo,high,valid_nba_api
caleb houstan,2022,32.0,2003-01-09,2022-06-23,19.452,nba_api_commonplayerinfo,high,valid_nba_api
christian koloko,2022,33.0,2000-06-20,2022-06-23,22.007,nba_api_commonplayerinfo,high,valid_nba_api
jaylin williams,2022,34.0,2002-06-29,2022-06-23,19.984,nba_api_commonplayerinfo,high,valid_nba_api
max christie,2022,35.0,2003-02-10,2022-06-23,19.365,nba_api_commonplayerinfo,high,valid_nba_api
gabriele procida,2022,36.0,2002-06-01,2022-06-23,20.06,nba_api_commonplayerinfo,high,valid_nba_api
jaden hardy,2022,37.0,2002-07-05,2022-06-23,19.967,nba_api_commonplayerinfo,high,valid_nba_api
kennedy chandler,2022,38.0,2002-09-16,2022-06-23,19.767,nba_api_commonplayerinfo,high,valid_nba_api
khalifa diop,2022,39.0,2002-01-15,2022-06-23,20.435,nba_api_commonplayerinfo,high,valid_nba_api
bryce mcgowens,2022,40.0,2002-11-08,2022-06-23,19.622,nba_api_commonplayerinfo,high,valid_nba_api
e j liddell,2022,41.0,2000-12-18,2022-06-23,21.511,nba_api_commonplayerinfo,high,valid_nba_api
trevor keels,2022,42.0,2003-08-26,2022-06-23,18.825,nba_api_commonplayerinfo,high,valid_nba_api
moussa diabate,2022,43.0,2002-01-21,2022-06-23,20.419,nba_api_commonplayerinfo,high,valid_nba_api
ryan rollins,2022,44.0,2002-07-03,2022-06-23,19.973,nba_api_commonplayerinfo,high,valid_nba_api
josh minott,2022,45.0,2002-11-25,2022-06-23,19.576,nba_api_commonplayerinfo,high,valid_nba_api
ismael kamagate,2022,46.0,2001-01-17,2022-06-23,21.429,nba_api_commonplayerinfo,high,valid_nba_api
vince williams,2022,47.0,2000-08-30,2022-06-23,21.812,nba_api_commonplayerinfo,high,valid_nba_api
kendall brown,2022,48.0,2003-05-11,2022-06-23,19.118,nba_api_commonplayerinfo,high,valid_nba_api
isaiah mobley,2022,49.0,1999-09-24,2022-06-23,22.746,nba_api_commonplayerinfo,high,valid_nba_api
matteo spagnolo,2022,50.0,,2022-06-23,,common_player_info_error:KeyError,none,missing_birth_date
tyrese martin,2022,51.0,1999-03-07,2022-06-23,23.296,nba_api_commonplayerinfo,high,valid_nba_api
karlo matkovic,2022,52.0,2001-03-30,2022-06-23,21.232,nba_api_commonplayerinfo,high,valid_nba_api
jd davison,2022,53.0,2002-10-03,2022-06-23,19.721,nba_api_commonplayerinfo,high,valid_nba_api
yannick nzosa,2022,54.0,2003-11-15,2022-06-23,18.604,nba_api_commonplayerinfo,high,valid_nba_api
gui santos,2022,55.0,2002-06-22,2022-06-23,20.003,nba_api_commonplayerinfo,high,valid_nba_api
luke travers,2022,56.0,2001-09-03,2022-06-23,20.802,nba_api_commonplayerinfo,high,valid_nba_api
